LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
SVN,EDUTRY,25_34,PC_AGE,A,2002,19.680832,
SVN,EDUTRY,25_34,PC_AGE,A,2003,23.663876,
SVN,EDUTRY,25_34,PC_AGE,A,2004,24.868273,
SVN,EDUTRY,25_34,PC_AGE,A,2005,24.686516,
SVN,EDUTRY,25_34,PC_AGE,A,2006,27.004595,
SVN,EDUTRY,25_34,PC_AGE,A,2007,30.066837,
SVN,EDUTRY,25_34,PC_AGE,A,2008,30.041327,
SVN,EDUTRY,25_34,PC_AGE,A,2009,30.383877,
SVN,EDUTRY,25_34,PC_AGE,A,2010,31.307655,
SVN,EDUTRY,25_34,PC_AGE,A,2011,33.815281,
SVN,EDUTRY,25_34,PC_AGE,A,2012,35.340069,
SVN,EDUTRY,25_34,PC_AGE,A,2013,37.393593,
SVN,EDUTRY,25_34,PC_AGE,A,2014,38.080215,
SVN,EDUTRY,25_34,PC_AGE,A,2015,40.758549,
SVN,EDUTRY,25_34,PC_AGE,A,2016,42.977364,
SVN,EDUTRY,25_34,PC_AGE,A,2017,44.566971,
SVN,EDUTRY,25_34,PC_AGE,A,2018,40.713264,
SVN,EDUTRY,25_34,PC_AGE,A,2019,44.105736,
SVN,EDUTRY,25_34,PC_AGE,A,2020,45.425419,
SVN,EDUTRY,25_34,PC_AGE,A,2021,47.95,
ZAF,EDUTRY,25_34,PC_AGE,A,2010,6.4036593,
ZAF,EDUTRY,25_34,PC_AGE,A,2011,6.5621829,
ZAF,EDUTRY,25_34,PC_AGE,A,2012,8.682601,
ZAF,EDUTRY,25_34,PC_AGE,A,2013,11.42107,
ZAF,EDUTRY,25_34,PC_AGE,A,2014,11.799505,
ZAF,EDUTRY,25_34,PC_AGE,A,2015,11.545781,
ZAF,EDUTRY,25_34,PC_AGE,A,2016,12.457,
ZAF,EDUTRY,25_34,PC_AGE,A,2017,14.820914,
ZAF,EDUTRY,25_34,PC_AGE,A,2018,14.292954,
ZAF,EDUTRY,25_34,PC_AGE,A,2019,14.487103,
ZAF,EDUTRY,25_34,PC_AGE,A,2020,14.853134,
OAVG,EDUTRY,25_34,PC_AGE,A,1998,23.561205,
OAVG,EDUTRY,25_34,PC_AGE,A,1999,24.00555,
OAVG,EDUTRY,25_34,PC_AGE,A,2000,26.096052,
OAVG,EDUTRY,25_34,PC_AGE,A,2001,26.513426,
OAVG,EDUTRY,25_34,PC_AGE,A,2002,27.809536,
OAVG,EDUTRY,25_34,PC_AGE,A,2003,29.578597,
OAVG,EDUTRY,25_34,PC_AGE,A,2004,30.489276,
OAVG,EDUTRY,25_34,PC_AGE,A,2005,32.171153,
OAVG,EDUTRY,25_34,PC_AGE,A,2006,32.872165,
OAVG,EDUTRY,25_34,PC_AGE,A,2007,33.939486,
OAVG,EDUTRY,25_34,PC_AGE,A,2008,35.17839,
OAVG,EDUTRY,25_34,PC_AGE,A,2009,36.260694,
OAVG,EDUTRY,25_34,PC_AGE,A,2010,37.356374,
OAVG,EDUTRY,25_34,PC_AGE,A,2011,37.897794,
OAVG,EDUTRY,25_34,PC_AGE,A,2012,39.620944,
OAVG,EDUTRY,25_34,PC_AGE,A,2013,40.167011,
OAVG,EDUTRY,25_34,PC_AGE,A,2014,41.050865,
OAVG,EDUTRY,25_34,PC_AGE,A,2015,41.31048,
OAVG,EDUTRY,25_34,PC_AGE,A,2016,42.748177,
OAVG,EDUTRY,25_34,PC_AGE,A,2017,43.171617,
OAVG,EDUTRY,25_34,PC_AGE,A,2018,44.000053,
OAVG,EDUTRY,25_34,PC_AGE,A,2019,44.766996,
OAVG,EDUTRY,25_34,PC_AGE,A,2020,45.859403,
OAVG,EDUTRY,25_34,PC_AGE,A,2021,47.077121,
LVA,EDUTRY,25_34,PC_AGE,A,1996,16.065655,
LVA,EDUTRY,25_34,PC_AGE,A,1997,15.154152,
LVA,EDUTRY,25_34,PC_AGE,A,1998,16.883196,
LVA,EDUTRY,25_34,PC_AGE,A,1999,16.481644,
LVA,EDUTRY,25_34,PC_AGE,A,2000,17.292057,
LVA,EDUTRY,25_34,PC_AGE,A,2001,16.561207,
LVA,EDUTRY,25_34,PC_AGE,A,2002,17.257517,
LVA,EDUTRY,25_34,PC_AGE,A,2003,18.489712,
LVA,EDUTRY,25_34,PC_AGE,A,2004,19.741457,
LVA,EDUTRY,25_34,PC_AGE,A,2005,21.733368,
LVA,EDUTRY,25_34,PC_AGE,A,2006,23.018604,
LVA,EDUTRY,25_34,PC_AGE,A,2007,25.688435,
LVA,EDUTRY,25_34,PC_AGE,A,2008,28.819571,
LVA,EDUTRY,25_34,PC_AGE,A,2009,31.628628,
LVA,EDUTRY,25_34,PC_AGE,A,2010,34.697613,
LVA,EDUTRY,25_34,PC_AGE,A,2011,35.106369,
LVA,EDUTRY,25_34,PC_AGE,A,2012,38.724171,
LVA,EDUTRY,25_34,PC_AGE,A,2013,40.700375,
LVA,EDUTRY,25_34,PC_AGE,A,2014,39.436726,
LVA,EDUTRY,25_34,PC_AGE,A,2015,39.870365,
LVA,EDUTRY,25_34,PC_AGE,A,2016,42.097309,
LVA,EDUTRY,25_34,PC_AGE,A,2017,41.608852,
LVA,EDUTRY,25_34,PC_AGE,A,2018,41.648941,
LVA,EDUTRY,25_34,PC_AGE,A,2019,43.811146,
LVA,EDUTRY,25_34,PC_AGE,A,2020,44.246166,
LVA,EDUTRY,25_34,PC_AGE,A,2021,45.504379,
COL,EDUTRY,25_34,PC_AGE,A,2014,27.735731,
COL,EDUTRY,25_34,PC_AGE,A,2015,27.445988,
COL,EDUTRY,25_34,PC_AGE,A,2016,28.074512,
COL,EDUTRY,25_34,PC_AGE,A,2017,28.106581,
COL,EDUTRY,25_34,PC_AGE,A,2018,28.959703,
COL,EDUTRY,25_34,PC_AGE,A,2019,29.873518,
COL,EDUTRY,25_34,PC_AGE,A,2020,29.993586,
COL,EDUTRY,25_34,PC_AGE,A,2021,30.526562,
LTU,EDUTRY,25_34,PC_AGE,A,2000,39.739216,
LTU,EDUTRY,25_34,PC_AGE,A,2005,36.882675,
LTU,EDUTRY,25_34,PC_AGE,A,2006,38.863228,
LTU,EDUTRY,25_34,PC_AGE,A,2007,38.886436,
LTU,EDUTRY,25_34,PC_AGE,A,2008,41.594246,
LTU,EDUTRY,25_34,PC_AGE,A,2009,43.724075,
LTU,EDUTRY,25_34,PC_AGE,A,2010,46.317448,
LTU,EDUTRY,25_34,PC_AGE,A,2011,48.213768,
LTU,EDUTRY,25_34,PC_AGE,A,2012,48.577328,
LTU,EDUTRY,25_34,PC_AGE,A,2013,50.487457,
LTU,EDUTRY,25_34,PC_AGE,A,2014,52.552208,
LTU,EDUTRY,25_34,PC_AGE,A,2015,54.769646,
LTU,EDUTRY,25_34,PC_AGE,A,2016,54.926018,
LTU,EDUTRY,25_34,PC_AGE,A,2017,55.625957,
LTU,EDUTRY,25_34,PC_AGE,A,2018,55.581402,
LTU,EDUTRY,25_34,PC_AGE,A,2019,55.187374,
LTU,EDUTRY,25_34,PC_AGE,A,2020,56.18409,
LTU,EDUTRY,25_34,PC_AGE,A,2021,57.479141,
CRI,EDUTRY,25_34,PC_AGE,A,1987,11.805403,
CRI,EDUTRY,25_34,PC_AGE,A,1988,12.784613,
CRI,EDUTRY,25_34,PC_AGE,A,1989,14.228307,
CRI,EDUTRY,25_34,PC_AGE,A,1990,13.65905,
CRI,EDUTRY,25_34,PC_AGE,A,1991,11.713379,
CRI,EDUTRY,25_34,PC_AGE,A,1992,13.016918,
CRI,EDUTRY,25_34,PC_AGE,A,1993,14.776011,
CRI,EDUTRY,25_34,PC_AGE,A,1994,15.368069,
CRI,EDUTRY,25_34,PC_AGE,A,1995,15.571484,
CRI,EDUTRY,25_34,PC_AGE,A,1996,14.322502,
CRI,EDUTRY,25_34,PC_AGE,A,1997,15.969932,
CRI,EDUTRY,25_34,PC_AGE,A,1998,18.158443,
CRI,EDUTRY,25_34,PC_AGE,A,1999,18.984701,
CRI,EDUTRY,25_34,PC_AGE,A,2000,17.537357,
CRI,EDUTRY,25_34,PC_AGE,A,2001,19.135366,
CRI,EDUTRY,25_34,PC_AGE,A,2002,21.247219,
CRI,EDUTRY,25_34,PC_AGE,A,2003,21.351034,
CRI,EDUTRY,25_34,PC_AGE,A,2004,23.304853,
CRI,EDUTRY,25_34,PC_AGE,A,2005,24.05043,
CRI,EDUTRY,25_34,PC_AGE,A,2006,24.181473,
CRI,EDUTRY,25_34,PC_AGE,A,2007,25.451525,
CRI,EDUTRY,25_34,PC_AGE,A,2008,25.61059,
CRI,EDUTRY,25_34,PC_AGE,A,2009,29.029856,
CRI,EDUTRY,25_34,PC_AGE,A,2010,26.131706,
CRI,EDUTRY,25_34,PC_AGE,A,2011,25.650885,
CRI,EDUTRY,25_34,PC_AGE,A,2012,28.863514,
CRI,EDUTRY,25_34,PC_AGE,A,2013,28.275383,
CRI,EDUTRY,25_34,PC_AGE,A,2014,28.704456,
CRI,EDUTRY,25_34,PC_AGE,A,2015,28.331566,
CRI,EDUTRY,25_34,PC_AGE,A,2016,28.922903,
CRI,EDUTRY,25_34,PC_AGE,A,2017,28.004108,
CRI,EDUTRY,25_34,PC_AGE,A,2018,27.815552,
CRI,EDUTRY,25_34,PC_AGE,A,2019,31.346508,
CRI,EDUTRY,25_34,PC_AGE,A,2020,32.465542,
CRI,EDUTRY,25_34,PC_AGE,A,2021,30.260878,
G20,EDUTRY,25_34,PC_AGE,A,2010,33.693587,
G20,EDUTRY,25_34,PC_AGE,A,2011,32.914764,
G20,EDUTRY,25_34,PC_AGE,A,2012,33.718792,
G20,EDUTRY,25_34,PC_AGE,A,2018,38.640569,
G20,EDUTRY,25_34,PC_AGE,A,2019,38.027627,
G20,EDUTRY,25_34,PC_AGE,A,2020,39.510125,
